,title,address,price,price_per_sqm,rooms,sqm
648,GARSONIERĂ IOSEFIN ÎN ZONĂ ISTORICĂ,"Bulevardul 16 Decembrie 1989, Iosefin, Timisoara, Timis",24000,2000,1,12
2052,Ideal pentru investitie. Mobilat si utilat. Complex Studentesc.,"Stadion, Timisoara, Timis",24000,2000,1,12
2523,Garsoniera Etaj Intermediar Calea Girocului,"Intrarea Martir Ewinger Slobodanca, Calea Girocului, Timisoara, Timis",24500,2227,1,11
930,Garsoniera de Vanzare |Calea Buziasului | 16mp | Et2,"Ciarda Rosie, Timisoara, Timis",24990,1562,1,16
1383,"Garsoniera, 19 mp, zona Dambovita","Strada Vasile Lupu, Iosefin, Timisoara, Timis",25000,1316,1,19
242,"Garsoniera renovata, etaj intermediar, zona Dambovita","Bulevardul General Ion Dragalina, Iosefin, Timisoara, Timis",25000,1563,1,16
1468,"Garsoniera, 16 mp, Complex Studentesc","Strada Dumbrava Rosie, Lunei, Timisoara, Timis",25000,1563,1,16
429,Vand garsoniera | Zona Girocului,"Cetate, Timisoara, Timis",25000,1786,1,14
46,"Garsoniera, etaj intermediar, complet renovata, situata in zona Buzias","Zona Soarelui, Timisoara, Timis",25500,1500,1,17
882,Garsoniera Renovata Buziasului,"Strada Martir Marius Nemtoc, Ciarda Rosie, Timisoara, Timis",25500,1500,1,17
14,Garsoniera Renovata - De Vanzare | Zona Complexul Studentesc,"Stadion, Timisoara, Timis",25700,1606,1,16
572,"Complexul Studentesc, garsoniera, PRETABIL INVESTITII","Cetate, Timisoara, Timis",25700,1606,1,16
739,vînd o garsonera spatioasa cu balcon amenajat în camera(26000/ficx),"Freidorf, Timisoara, Timis",26000,929,1,28
340,garsoniera zona tipografilor,"Ciarda Rosie, Timisoara, Timis",26000,1444,1,18
1453,"Garsoniera, 18 mp, parter, Steaua","Strada Emile Zola, Steaua, Timisoara, Timis",26000,1444,1,18
79,Aradului - Garsoniera,"Aradului West, Timisoara, Timis",26000,1625,1,16
454,Garsoniera Parter zona Mircea cel Batran 26.000 euro,"Strada Mircea cel Batran, Mircea Cel Batran, Timisoara, Timis",26000,1625,1,16
1548,"Garsoniera de 19 mp, mobilata, zona UMT","Strada Lorena, Telegrafului, Timisoara, Timis",26500,1395,1,19
1050,"Garsoniera ,etaj intermediar, situata in zona Buziasului","Zona Soarelui, Timisoara, Timis",26500,1472,1,18
299,Proprietar vând garsonieră,"Dambovita, Timisoara, Timis",26500,1559,1,17
1475,"Garsoniera mobilata, primul etaj, 17 mp, UMT","Strada Macin, UMT, Timisoara, Timis",26500,1559,1,17
2144,Complex Studentesc - Garsoniera - Renovat recent,"Campus Universitar, Timisoara, Timis",26500,1559,1,17
2847,"Garsoniera renovata, Etajul 2, Zona UMT","UMT, Timisoara, Timis",26500,1559,1,17
36,"Complex Studentesc, 1 camera, renovat, PRETABIL INVESTITII","Campus Universitar, Timisoara, Timis",26500,1656,1,16
2048,Complexul Studentesc. Mobilat - utilat.,"Stadion, Timisoara, Timis",26500,1656,1,16
2054,Etaj intermediar. Mobilata. Baie cu cada. Blascovici.,"Blascovici, Timisoara, Timis",26800,1218,1,22
590,Garsoniera recent renovata in zona Soarelui,"Ciarda Rosie, Timisoara, Timis",26900,1681,1,16
444,Soarelui - Garsoniera,"Zona Timisoara Sud, Timisoara, Timis",26990,1687,1,16
2929,"Garsoniera, Zona Buziasului","Zona Soarelui, Timisoara, Timis",27000,1227,1,22
2543,"Garsoniera ,Zona Blascovici","Blascovici, Timisoara, Timis",27000,1350,1,20
224,CM499 1 Camera | DAMBOVITA,"Iosefin, Timisoara, Timis",27000,1588,1,17
266,Bulevardul Dambovita - Garsoniera - 17mp - Amenajata,"Dambovita, Timisoara, Timis",27000,1588,1,17
3231,"Garsoniera ,Zona UMT","Telegrafului, Timisoara, Timis",27000,1588,1,17
523,Complex Studentesc. Ideal pentru investitie. Etaj intermediar.,"Stadion, Timisoara, Timis",27000,1688,1,16
866,Oportunitate! garsoniera moderna 16 mp,"Strada Turda, Modern, Timisoara, Timis",27000,1688,1,16
2049,Complexul Studentesc. Etaj 2. Pozitie excelenta.,"Stadion, Timisoara, Timis",27000,1688,1,16
2815,Vand ap la curte comuna la demisol,"Cetate, Timisoara, Timis",27500,561,2,49
159,Vând garsoniera zona stadion.,"Cetate, Timisoara, Timis",27500,1719,1,16
412,Garsoniera Aradului aproape de pta Verde,"Cetate, Timisoara, Timis",27500,1719,1,16
1454,"Garsoniera, 12 mp, decomandat, Sagului","Strada Hebe, Calea Sagului, Timisoara, Timis",27500,2292,1,12
1821,Garsoniera de Vanzare | Zona Blascovici | 1100e/mp,"Blascovici, Timisoara, Timis",27990,1166,1,24
534,Vând apartament cu 1 camera comuna zona Iozefin,"Cetate, Timisoara, Timis",28000,1000,1,28
1254,"Garsoniera de vanzare, situata in zona Blascovici","Blascovici, Timisoara, Timis",28000,1167,1,24
160,Vand garsoniera in Timișoara zona Blascovici,"Cetate, Timisoara, Timis",28000,1400,1,20
1431,"Garsoniera 19 mp, Complex Studentesc","Aleea Studentilor, Campus Universitar, Timisoara, Timis",28000,1474,1,19
35,"Garsoniera, etajul 1, situata in zona Buziasului","Zona Soarelui, Timisoara, Timis",28000,1750,1,16
2663,"Garsoniera, Zona Buziasului","Zona Soarelui, Timisoara, Timis",28000,1750,1,16
2588,Complex - Garsoniera - 15 mp utili,"Stadion, Timisoara, Timis",28000,1867,1,15
1509,"Garsoniera, 22 mp, etaj 1, zona Steaua","Strada Eternitatii, Steaua, Timisoara, Timis",28500,1295,1,22
3114,"Garsoniera, zona Blascovici","Blascovici, Timisoara, Timis",28500,1295,1,22
2490,Blascovici – Garsoniera,"Cetate, Timisoara, Timis",28500,1357,1,21
1545,"Garsoniera de 20 mp, zona Soarelui","Strada Astrilor, Zona Soarelui, Timisoara, Timis",28500,1425,1,20
1956,Modern - Garsoniera - 16mp - Centrala Proprie - PARTER,"Modern, Timisoara, Timis",28500,1676,1,17
2951,"Garsoniera, Zona UMT","Telegrafului, Timisoara, Timis",28500,1676,1,17
974,Garsoniera luminoasa de vanzare | Complex,"Strada Ofcea, Campus Universitar, Timisoara, Timis",28500,1900,1,15
2336,"Garsoniera, 18 mp, etaj intermediar, Complex Studentesc","Strada Ofcea, Campus Universitar, Timisoara, Timis",28700,1594,1,18
1546,"Garsoniera de 23 mp, zona Blascovici","Strada Barzava, Blascovici, Timisoara, Timis",29000,1261,1,23
1490,"Garsoniera, 22 mp, Blascovici","Strada Veronica Micle, Blascovici, Timisoara, Timis",29000,1318,1,22
40,"Garsoniera, etaj intermediar, situata in zona Buziasului","Zona Soarelui, Timisoara, Timis",29000,1450,1,20
1824,Garsoniera de Vanzare - Complet Utilata | Zona Fratelia - Bujorilor,"Calea Sagului Parc Industrial, Timisoara, Timis",29000,1611,1,18
2915,"Garsoniera, Zona Complex Studentesc","Campus Universitar, Timisoara, Timis",29000,1611,1,18
247,"Oportunitate! Garsoniera, 17mp, renovata recent, zona Complex","Bulevardul Eroilor de La Tisa, Campus Universitar, Timisoara, Timis",29000,1706,1,17
2854,"Garsoniera in bloc de apartamente, zona Lipovei","Lipovei / Calea Sever Bocu, Timisoara, Timis",29000,1933,1,15
1706,"Blascovici, 1 camera, PRETABIL INVESTITIE","Blascovici, Timisoara, Timis",29500,1341,1,22
1711,Blascovici- et 1- o camera,"Blascovici, Timisoara, Timis",29500,1341,1,22
1494,"Garsoniera de 16 mp, zona Sagului","Bulevardul 16 Decembrie 1989, Iosefin, Timisoara, Timis",29500,1844,1,16
3121,"De vanzare garsoniera 18mp, zona Buziasului - AEM","Ciarda Rosie, Timisoara, Timis",29900,1661,1,18
740,Vând Urgent Garsoniera Aradului Vest,"Cetate, Timisoara, Timis",29900,1869,1,16
406,Garsoniera Etaj 2 zona complex Studentesc 29.990 euro,"Bulevardul Eroilor de La Tisa, Stadion, Timisoara, Timis",29990,1874,1,16
2513,Garsoniera de vanzare in rate in zona Aradului - ID V1264,"Aradului West, Timisoara, Timis",29990,2042,1,14.69
674,Blascovici - Garsoniera,"Blascovici, Timisoara, Timis",29999,1364,1,22
