,title,address,price,price_per_sqm,rooms,sqm
823,De inchiriat apartament 2 camere,"Marasti, Cluj-Napoca, Cluj",420,6.18,2,68
1668,Apartament 2 dormitoare decomandate / Bucătărie separată,"Marasti, Cluj-Napoca, Cluj",420,6.77,3,62
1472,"Apartament 2 camere DECOMANDATE, 56mp/ Balcon/ Zona BIG Manastur!","Marasti, Cluj-Napoca, Cluj",420,7.5,2,56
1856,Proprietar inchiriez ap 2 camere in Manastur,"Marasti, Cluj-Napoca, Cluj",420,7.5,2,56
772,"Apartament 2 camere decomandate, parcare, Manastur, Izlazului","Strada Izlazului, Manastur, Cluj-Napoca, Cluj",420,7.64,2,55
1497,"Apartament 2 camere, 55 mp, parcare, zona strazii Negoiu","Aleea Baclea, Manastur, Cluj-Napoca, Cluj",420,7.64,2,55
1387,"Apartament cu 2 camere, mobilat si utilat, situat in cartierul Manastu","Aleea Negoiu, Manastur, Cluj-Napoca, Cluj",420,7.78,2,54
1542,"Apartament cu 2 camere, decomandat, Grigorescu","Grigorescu, Cluj-Napoca, Cluj",420,8.08,2,52
925,"Apartament 2 camere, decomandat, 50mp, Buna Ziua","Strada Buna Ziua, Buna Ziua, Cluj-Napoca, Cluj",420,8.4,2,50
1110,"Apartament 2 camere, 50mp, zona Calvaria","Strada Grigore Alexandrescu, Manastur, Cluj-Napoca, Cluj",420,8.4,2,50
1407,"Apartament cu 2 camere, decomandat, PARCARE, Manastur","Manastur, Cluj-Napoca, Cluj",420,8.4,2,50
1444,"Apartament cu 2 camere, 50 mp, Aleea Negoiu","Manastur, Cluj-Napoca, Cluj",420,8.4,2,50
1885,Apartament decomandat+ balcon inchis- Manastur,"Manastur, Cluj-Napoca, Cluj",420,8.4,2,50
727,Apartament la prima inchiriere in zona Autogara Beta,"Dambul Rotund, Cluj-Napoca, Cluj",420,8.57,2,49
713,Apartament de inchiriat+ balcon deschis- Dambul Rotund,"Dambul Rotund, Cluj-Napoca, Cluj",420,8.75,2,48
806,"Apartament cu 2 camere, 68 mp, Strada Corneliu Coposu","Marasti, Cluj-Napoca, Cluj",420,8.75,2,48
152,Apartament cu loc de parcare in Buna Ziua,"Buna Ziua, Cluj-Napoca, Cluj",420,8.94,2,47
875,"Apartament 2 camere, decomandat, pet friendly, cartier Buna ziua","Zorilor, Cluj-Napoca, Cluj",420,8.94,2,47
919,Apartament 2 Camere Decomandate Cu Parcare | Mircea Zaciu | Buna Ziua,"Buna Ziua, Cluj-Napoca, Cluj",420,8.94,2,47
1007,"APARTAMENT CU 2 CAMERE, IN BUNA ZIUA","Buna Ziua, Cluj-Napoca, Cluj",420,8.94,2,47
1280,Dau in chirie apartament 1 Camera,"Marasti, Cluj-Napoca, Cluj",420,9.13,1,46
52,2 camere decomandate | 45 m² | modern | bloc nou | parcare | Bună Ziua,"Buna Ziua, Cluj-Napoca, Cluj",420,9.33,2,45
1713,"Inchiriere apartament 1 camera, la casa, superfinisat, zona FSPAC","Gheorgheni, Cluj-Napoca, Cluj",420,10.5,1,40
2368,"Inchiriez apartament 1 camera cu parcare, in Marasti","Marasti, Cluj-Napoca, Cluj",420,10.5,1,40
229,"APARTAMENT CU 2 CAMERE, BORHANCI","Borhanci, Cluj-Napoca, Cluj",420,11.05,2,38
253,"Apartament 2 camere, Borhanci, strada Bocksai Istvan","Strada Bocskai Istvan, Borhanci, Cluj-Napoca, Cluj",420,11.05,2,38
1012,"Apartament modern, bloc nou, cu parcare, zona Calea Turzii, Buna Ziua","Buna Ziua, Cluj-Napoca, Cluj",420,11.05,2,38
1014,"Apartament modern, in bloc nou, cu parcare, cartier Borhanci","Borhanci, Cluj-Napoca, Cluj",420,11.05,2,38
36,AP 1 CAM | LUX | GHEORGHENI,"Strada Bistritei, Gheorgheni, Cluj-Napoca, Cluj",420,12,1,35
206,Ap cu 1 camera + terasa / Bloc lux / Gheorgheni / Iulius Mall,"Gheorgheni, Cluj-Napoca, Cluj",420,12,1,35
394,AP 1 CAM | LUX | ZONA GHEORGHENI FSEGA,"Strada Bistritei, Gheorgheni, Cluj-Napoca, Cluj",420,12,1,35
