,title,address,price,price_per_sqm,rooms,sqm
274,Apartament 2 Camere | Decebal - Theodor Sperantia | Fara balcon,"Strada Theodor D. Sperantia, Centrul Civic, Sectorul 3, Bucuresti",127000.0,2309.0,2,55.0
275,"Apartament Cluj , Calea Baciului 53,5m2","Calea Baciului, Dambul Rotund, Cluj-Napoca, Cluj",130000.0,2430.0,2,53.5
276,Doua minute de Moara de foc - 3 camere mobilat si utilat complet,"Pacurari, Iasi, Iasi",55000.0,1146.0,3,48.0
277,Berceni-Metrou Berceni-Apartament 2 camere Tip Studio,"Strada Biruintei, IMGB, Sectorul 4, Bucuresti",43900.0,1045.0,2,42.0
278,Berceni-Metrou Berceni-Apartament 2 camere-PROMOTIE,"Strada Biruintei, IMGB, Sectorul 4, Bucuresti",49900.0,998.0,2,50.0
279,"Apartament 3 camere SD, Mircea cel Batran, bloc fara risc","Aleea Mircea cel Batran, Mircea cel Batran, Iasi, Iasi",69500.0,1241.0,3,56.0
280,Apartament 2 camere in Parcul Privighetorilor by Cordia,"Aleea Privighetorilor, Baneasa, Sectorul 1, Bucuresti",159000.0,2446.0,2,65.0
281,"Apartament 2 camere rond Pacurari, loc parcare masina electrica","Strada Pacurari, Pacurari, Iasi, Iasi",84000.0,1135.0,2,74.0
282,BLOC NOU | 3 MINUTE METROU TINERETULUI | MOBILAT SI UTILAT,"Timpuri Noi, Sectorul 4, Bucuresti",199950.0,2380.0,3,84.0
283,"Bd. Gheorghe Sincai, Piata Norilor, Tineretului, bloc 1999.","Bulevardul Gheorghe Sincai, Tineretului, Sectorul 4, Bucuresti",125900.0,2289.0,2,55.0
284,"Apartament 4 camere, renovat, Piata Delfinului, Morarilor","Strada Ciocarliei, Pantelimon, Sectorul 2, Bucuresti",99000.0,1100.0,4,90.0
285,"Apartament 2 camere, renovat, Trapezului, Jean Steriadi, Metrou","Strada Jean Alexandru Steriadi, Ozana, Sectorul 3, Bucuresti",74000.0,1423.0,2,52.0
286,Bld. UNIRII-FANTANI | 3 Camere | 3 Balcoane | 2 Bai,"Bulevardul Unirii, Centrul Civic, Sectorul 4, Bucuresti",287000.0,3417.0,3,84.0
287,"Apartament 2 camere, renovat, mobilat, Jean Steriadi, Titan","Strada Jean Alexandru Steriadi, Titan, Sectorul 3, Bucuresti",70000.0,1346.0,2,52.0
288,Apartament 2 camere | Etaj intermediar | 46mpu | Horea Semicentral,"Centru, Cluj-Napoca, Cluj",114000.0,2478.0,2,46.0
289,"Apartament 2 camere, renovat, mobilat, loc parcare, Dobroesti, Fundeni","Strada Marului, Fundeni, Dobroesti, Ilfov",72000.0,1000.0,2,72.0
290,"Vand Duplex, Zona Turnu Magurele, Berceni","Berceni, Sectorul 4, Bucuresti",37000.0,771.0,1,48.0
291,4 camere Foisorul de Foc - Dacia,"Stefan cel Mare, Sectorul 2, Bucuresti",275000.0,2200.0,4,125.0
292,Galata - 2 camere decomandat - in apropierea Spitalului de Recuperare,"Galata, Iasi, Iasi",67000.0,1426.0,2,47.0
293,Tudor Residence - 2 cam zona Tudor Vladimirescu - la 5 minute de Palas,"Tudor Vladimirescu, Iasi, Iasi",127000.0,2228.0,2,57.0
294,"Apartament modern si spatios, 3 camere, 2 bai, loc de parcare inclus","Pacurari, Iasi, Iasi",111000.0,1194.0,3,93.0
295,"Ansamblu nou! Apartament 3 camere, 70.30 mp,loc de parcare , zona...","strada Graurilor, Baciu, Cluj",89500.0,1279.0,3,70.0
296,"Apartament spatios, 2 cam, priveliste deosebita, loc de parcare inclus","Pacurari, Iasi, Iasi",76800.0,1200.0,2,64.0
297,Baba Novac/Dristor | COMISION 0 | 2 Camere | Metrou |,"Strada Baba Novac, Dristor, Sectorul 3, Bucuresti",70900.0,1289.0,2,55.0
298,"Ansamblu nou! Apartament 2 camere, 58.30 mp,loc de parcare , zona...","Strada Uliului, Baciu, Cluj",75000.0,1293.0,2,58.0
299,Basarabia -1Decembrie gars,"Sectorul 3, Bucuresti",42000.0,1355.0,1,31.0
300,"Apartament 2 camere, etaj intermediar, mobilat modern, zona Porii","Strada Porii, Floresti, Floresti, Cluj",79900.0,1737.0,2,46.0
301,"Ap 2 camere, cu 2 balcoane, loc de parcare, incalzire in pardoseala","Pacurari, Iasi, Iasi",60800.0,1192.0,2,51.0
302,"Apartament 2 camere, la cheie, totul nou, zona strazii Frunzisului","Strada Armoniei, Zorilor, Cluj-Napoca, Cluj",169990.0,3036.0,2,56.0
303,"Apartament 4 cam, 82 mp, 2 bai, finisat modern, zona Cal. Floresti","Calea Floresti, Manastur, Cluj-Napoca, Cluj",210000.0,2561.0,4,82.0
304,"Vand Garsoniera, zona Aparatorii Patriei, Berceni","Berceni, Sectorul 4, Bucuresti",25000.0,1471.0,1,17.0
305,Apartament spatios cu panorama,"Floresti, Cluj",80990.0,953.0,3,85.0
306,Apartament 3 camere | Decomandat | 70 mpu | Zona Tasnad Manstur,"Manastur, Cluj-Napoca, Cluj",125000.0,1786.0,3,70.0
307,"Garsoniera Piața Delfinului, aproape de Mega Mall","Aleea Dobrina, Pantelimon, Sectorul 2, Bucuresti",43000.0,1433.0,1,30.0
308,"Apartament 2 camere, etaj intermediar, modern, parcare in...","Strada Iuliu Micsa, Manastur, Cluj-Napoca, Cluj",138000.0,2464.0,2,56.0
